,date,description,lat,lng,place
1082,06/07/10,Worker was disassembling/disconnecting a vertical turning lathe and was struck by the 1200-pound head ram of the lathe.,37.65831610000001,-97.3734985,"Professional Sales Services Inc., Wichita, KS 67213"
1083,06/26/10,Two workers were struck by a customer's car. One worker fatality and one worker was hospitalized.,40.732505,-74.15463199999999,"Ironbound Enterprises LLP., dba Supreme Car Wash, Newark, NJ 07105"
1084,07/01/10,Worker was performing lawn care services and was struck by an oncoming car.,41.3521658,-71.7978333,"J. Pacheco Landscaping, Westerly, RI 02891"
1085,07/06/10,Truck driver sustained fatal injuries as a result of being involved in a three-vehicle accident with company truck.,38.5967128,-121.4941738,"Sacramento Overnight Inc., Sacramento, CA 95811"
1086,07/07/10,"Worker was working on the roof of a greenhouse repairing a hole. Worker slipped and began to slide six feet down the roof until falling through the hole, landing on feet, then falling back, striking the ground with head.",41.147993,-96.015464,"Canoyer Country Greenhouse, dba Canoyer Garden Center, Papillion, NE 68133"
1087,07/07/10,"Police officer was finishing his shift when an individual walked up to him in his personal vehicle. The individual reached for the officer's service revolver and fired three shots at him, striking him in the head.",41.7797809,-87.6600167,"City of Chicago Police Department, Chicago, IL 60636"
1088,07/07/10,Worker discovered by co-workers after falling from ladder. Died enroute to hospital.,33.4689478,-112.0696852,"Premier Bakers, Inc. dba Fresh Start Bakeries North America, 141 East Palm Lane, Phoenix, AZ 85004"
1089,07/09/10,"Working was using a lawn mower, it flipped over pinning him beneath the water, and worker drowned.",26.2632309,-81.7239979,"Benham LLC, Naples, FL 34119"
1090,07/10/10,"Worker was helping to hook up a trailer, when he was crushed by a truck backing into a dock.",34.0258885,-118.248364,"Alcon Transport Inc., Los Angeles, CA 90021"
1091,07/10/10,Two workers were fixing a clogged sewer and were overcome by sewer gases. One worker fatality and one worker was hospitalized.,42.4771083,-96.41903320000002,"Speedy Rooter Inc., North Sioux City, SD 57049"
1092,07/10/10,"Worker was setting anchor bolts into a 4-foot concrete-formed wall, collapsed, and fell backwards. Worker suffered from heat exposure.",39.8,-89.64,"Vee-Jay Cement Contracting, Springfield, IL 62794"
1093,07/11/10,Worker was run over by a flatbed truck.,43.239433,-78.21450999999999,"Root Brothers Farm, Albion, NY 14411"
1094,07/12/10,"Worker was found on the floor with a mask on, connected to two hoses, one for air and the other for nitrogen.",42.3504997,-71.1053991,"Boston University, Boston, MA 02218"
1095,07/12/10,Worker was working on an energized electrical cabinet and was electrocuted.,39.354653,-74.44467519999999,"Calvi Electric Company, Linwood, NJ 08221"
1096,07/12/10,Worker was engaged in welding activities on an overhead air pollution control unit and was struck by a small piece of welding equipment/tool that fell from overhead.,37.1152019,-94.3851354,"General Dynamics Ordinance and Tactical Systems, Carthage, MO 64839"
1097,07/12/10,"Worker was on a scissor lift, stripping electrical wires, and was noticed lying on the floor of the bucket of the scissor lift. Worker was electrocuted.",33.72101130000001,-84.59299920000001,"Phoenix Stamping Group LLC, Atlanta, GA 30336"
1098,07/13/10,Worker fell from a pallet that was elevated eight feet above the ground by a forklift.,33.9890166,-118.2349776,"Advance Pipe Bending & Fabricating Co., Huntington Park, CA 90255"
1099,07/13/10,Worker's left arm was amputated while working near a conveyor. Emergency assistance was called but the employee was pronounced dead at the scene.,36.65570810000001,-114.632651,"Reid Gardner Power Plant, Moapa, NV 89025"
1100,07/13/10,Worker was in the process of rigging up the cable that was holding up the rig. The cart and the top drive track fell. The cart struck the worker.,32.9196348,-97.6019985,"Trinidad Drilling, Arlington, TX 76010"
1101,07/14/10,Worker was changing a flat tire on a business trailer. Worker was jacking up the trailer and the trailer fell onto the worker.,30.4124334,-84.2831162,"Donaldson Enterprises Inc., Tallahassee, FL 32314"
1102,07/14/10,Worker was in the process of moving between cattle pastures. Worker got out of the truck to open the gate and was struck by the truck.,38.6411197,-96.10304909999999,"Porter Cattle Co., Admire, KS 66830"
1103,07/14/10,"Worker was working on the roadway, milling a joint in front of a bridge, and was struck by a vehicle.",39.9296633,-83.01605599999999,"Shelley and Sands, Columbus, OH 43215"
1104,07/14/10,Worker was doing electrical work on an overhead crane and was standing on the bridge of the crane by the control motors. Worker either had an electrical shock or a heart attack.,32.3874286,-86.0747758,"Simcals Inc., Mount Miegs, AL 36057"
1105,07/14/10,Worker was performing weed abatement using an all-terrain vehicle and was found on his back with the vehicle across his chest.,43.19047090000001,-112.3449773,"Unknown, Blackfoot, ID 83221"
1106,07/15/10,"Worker was working on the ground, contacted an energized wrecking ball, and was electrocuted.",40.90005230000001,-74.50711009999999,"Bruce J. Koerner Crane & Equipment Inc., Rockaway, NJ 07866"
1107,07/15/10,Worker stepped out of driver's door of dump truck and was struck by another dump truck that was backing up within the lane closure.,38.691724,-76.915244,"Dansville Hauling Corporation, Forestville, MD 20747"
1108,07/15/10,Worker was installing a new wire for a 72 kV transmission line and was electrocuted.,29.9478567,-95.6356734,"MP Technologies, Bellville, TX 77418"
1109,07/16/10,"Worker was cleaning up the jobsite by picking up lumber and other debris. He was seen lying on the ground unconscious, possible heat stroke.",31.27888,-92.44814,"Westerchil Construction, Alexandria, LA 71301"
1110,04/22/10,Worker was cleaning the inside of a rail car that previously had gas inside. A flash fire occurred and worker was burned.,39.7965705,-104.946645,"Tactical Cleaning, Commerce City, CO 80022"
1111,05/24/10,"Worker was preparing and pouring a concrete patio. Worker began to show signs of heat exhaustion/heat stress, lost consciousness.",43.0713078,-88.2136728,"Phillips Construction, Pewaukee, WI 53072"
1112,07/04/10,Worker fell into a compactor and was crushed.,43.0853729,-79.061826,"Whitestar Development Corporation, Niagara Falls, NY 14303"
1113,07/12/10,Worker was run over by a dump truck while working as a laborer on a road construction project.,41.635549,-91.535372,"Streb Construction Co. Inc., Iowa City, IA 52244"
1114,07/13/10,Truck driver was strapping down steel coils on his trailer when one of the coils fell off the truck and struck him.,41.8014029,-90.2565271,"TMK/IPSCO, Camanche, IA 52730"
1115,07/15/10,"Worker was removing stakes and strings from the fields, and collapsed.",33.4466401,-92.1674343,"Randy Clanton Farms Inc., Hermitage, AR 71647"
1116,07/16/10,Worker was standing on a ladder performing tree trimming and fell from the ladder.,26.4832214,-81.94687499999999,"Platinum Property Management, Ft. Myers Beach, FL 33931"
1117,07/17/10,Worker was transferring sand from a rail car into a truck using a conveyor belt loading machine. Fell onto the rotating conveyor belt and was caught inside the machine.,32.368714,-95.3207069,"C & C Transload LLC, Tyler, TX 75702"
1118,07/18/10,"Worker fell off the back of a golf cart, hitting his head.",40.110728,-75.24458400000002,"Sunnybrook Golf Club, Plymouth Meeting, PA 19462"
1119,07/19/10,"Worker was adjusting an hydraulic front-end bucket with a clamping device on a truck, when he was crushed between the bucket and clamping arm.",33.7982346,-118.0008861,"CR&R Inc., Stanton, CA 90680"
1120,07/19/10,Worker was crushed between the boom of the backhoe and the stabilizer (outrigger) leg.,33.3363314,-111.6641087,"Reclamation Sciences, LLC, Phoenix, AZ 85212"
1121,07/19/10,Worker shooting squirrels was killed when hit by a falling limb.,39.5665443,-121.6914501,"Sohnrey Farms, Chico, CA 95928"
1122,07/20/10,Worker riding in the back of a pickup truck fell out of the truck and hit his head when the truck hit a bump.,41.447939,-86.022392,"Newmar Corporation, Nappanee, IN 46550"
1123,07/21/10,Worker was loading a truck and passed out.,41.98518989999999,-87.9495259,"Accelerated Courier Inc., Bensenville, IL 60106"
1124,07/21/10,"Worker was servicing a utility pole to restore service to clients, came in contact with the energized part of an electric transmission line and was electrocuted.",18.1234185,-66.1396382,"AEE Tecnica de Cayey, Cayey, PR 00737"
1125,07/21/10,Worker fell into a blocklayers mortar mixer and was killed by revolving paddles.,34.13889,-109.978196,"Conco Concrete Specialists, Whiteriver, AZ 85941"
1126,07/22/10,Worker was climbing down from a scaffold to get water and fell from the scaffold.,30.541851,-91.0036507,"Arnolds Masonry Construction, Baton Rouge, LA 70808"
1127,07/22/10,"Worker was working under a forklift. The front being supported by two jackstands. He was removing a hydraulic cylinder, it fell on his hand. The jackstands became dislodged and the forklift fell on the worker, crushing his head and chest.",31.1524219,-97.7960118,"DOD Directorate of Logistics, Fort Hood, TX 76544"
1128,07/22/10,There was an explosion in B column. Two worker fatalities.,40.6872885,-80.2714505,"Horsehead Corporation, Monaca, PA 15061"
1129,07/22/10,"Worker was working to install a fiberoptic line and became unconcious, possible heat stress.",37.4174808,-81.5906498,"Nichols Construction Company, Welch, WV 24801"
1130,07/23/10,"Two workers were in the process of performing arc welding on a oil tank that contained 85 barrels of crude oil. The tank exploded. The workers were blown up to 60 feet from the pad of the oil tank, receiving fatal burns.",40.5782238,-79.1331838,"Northeast Energy Management Inc., Cheswick, PA 15024"
1131,07/23/10,"Worker was standing by a flatbed trailer during loading operations and material rolled from the trailer, striking the worker.",38.5321823,-90.15418000000001,"Tennessee Steel Haulers, Dupo, IL 62239"
1132,07/17/10,"Worker trapped in trench up to his waist, was struck in the head.",39.3322127,-76.6008334,"Milton Heard, Baltimore, MD 21218"
1133,07/19/10,"Worker suffered an electric shock while operating a resistance welder. Hospitalized after injury, and died five days later.",36.8245002,-87.4332225,"Brazeway, Inc., Hopkinsville, KY 42240"
1134,07/20/10,Worker was struck in the head when a pipe rack on an oil drilling rig failed/collapsed. At the time of the failure the employee was positioned under a portion of one of the support members for the pipe racks.,43.1768187,-104.3706539,"Buck Creek Freight Inc., Lusk, WY 82225"
1135,07/20/10,"Worker was in bucket truck performing tree trimming services and fell 15 feet, hitting his head.",32.7378181,-97.15413269999999,"Northeast Services, dba Horton Tree Services, Arlington, TX 76012"
1136,07/20/10,Worker became stuck in top opening of a 37-inch deep mixing tank. Was found unresponsive with head and torso in the tank.,33.467434,-112.067465,"Southwest Kidney-DaVita Dialysis Partners, LLC, Phoenix, AZ 85004"
1137,07/22/10,Worker drove off an embankment while driving a loaded log truck.,45.86759199999999,-123.1709279,"Mike Pihl Logging Company Inc., Vernonia, OR 97064"
1138,07/22/10,"Worker was found crushed in a digester tube at a compost facility. Worker had previously been reported missing, and was found after a three-day search.",35.7884241,-83.55433289999999,"Sevier Solid Waste Board Inc., Pigeon Forge, TN 38763"
1139,07/22/10,Worker was crushed when caught between an automatic laundry hopper on a shuttle conveyor and an industrial washing machine.,38.222929,-85.77220849999999,"Universal Linen Service LLC, Louisville, KY 40208"
1140,07/23/10,Worker doing cable installation fell off ladder to the ground.,39.4667034,-87.41390919999999,"Utili-Comm South, Inc., Terre Haute, IN 47802"
1141,07/25/10,"Worker was using a powered vehicle conducting a routine security inspection. The vehicle rolled over, pinning the worker.",40.7145838,-84.0484601,"Guardsmark LLC, Lima, OH 45804"
1142,07/26/10,Worker electrocuted while working on a residential air conditioning unit.,35.007991,-80.2079978,"Anson Mechanical Services, Inc., Polkton, NC 28135"
1143,07/26/10,"Worker was feeding paper to a paper reel winder, his hand got caught and he was pulled through, receiving crushing injuries.",43.373428,-72.3463867,"APC Paper Co., Claremont, NH 03473"
1144,07/26/10,Worker was replacing a tire on a skid steer loader when he was crushed between the bucket assembly and the main frame of the loader.,36.0809667,-115.2244853,"Larry Flint's Hustler Erotic Ultra Club, Las Vegas, NV 89118"
1145,07/26/10,"Worker, sanding the ceiling of a breezeway, fell approximately 30 feet from a third floor landing to the floor below. There were no guardrails in place, and the employee was not wearing fall protection at the time of the accident.",35.0491133,-85.31216769999999,"Noe Barrillas & Jorge Barillas dba Barillas Drywall, Chattanooga, TN 37450"
1146,07/26/10,Worker was using a forklift to move a small dumpster to a larger dumpster. He got off the lift to adjust the dumpster and did not lower the lift or turn it off. The lift moved forward and crushed him.,39.5992567,-82.9403514,"Terik Roofing, Circleville, OH 43113"
1147,07/26/10,Worker was taking samples at a new road construction job-site and was struck by a dump truck or asphalt truck.,37.2230933,-95.70531509999999,"Transystems Corp., Independence, KS 67301"
1148,07/27/10,"Worker was struck in the head by a metal pulley being used to drag fallen trees, when the nylon strap to which it was connected broke.",35.368733,-83.688772,"Crisp & Crisp, Inc., Robbinsville, NC 28771"
1149,07/27/10,Worker was retrieving golf balls and drowned.,47.700429,-116.766899,"SCUBA Bob, Coeur d'Alene, ID 83814"
1150,07/28/10,Worker was engulfed in corn.,42.0950233,-89.9781797,"Haasbach LLC, Mt. Carroll, IL 61053"
1151,07/28/10,Worker was performing paving work activities outside the established work zone and was struck by a passenger motor vehicle.,41.417012,-81.65714799999999,"Solar Testing Labs Inc., Richfield, OH 44286"
1152,07/28/10,Worker was ascending to the roof and fell from the ladder.,40.720679,-73.7324624,"Sure Heet Chimney Repair & Cleaning Co., Inc., New York, NY 10030"
1153,07/29/10,"Worker struck in the head after a dead tree being cut down, fell on top of another tree, which fell on the worker.",39.4357537,-76.6294705,"ABBTS, Inc., Baltimore, MD 21093"
1154,07/29/10,Worker was buried in 11 feet of soil after a trench collapsed during the connection of piping for installation of a trench drain.,34.2146956,-118.4928479,"Paul McGrath Contracting, Los Angelas, CA 90272"
1155,07/29/10,One worker was killed and another was injured after falling 20 feet when a scissor lift being used to attach a sling to an unsecured beam was knocked over when the beam tipped.,35.3887962,-119.0460584,"Sturgeon Services International, Bakersfield, CA 93308"
1156,07/30/10,Worker was performing electrical testing and sustained injuries.,33.1990984,-92.6202844,"AmerCable Inc., El Dorado, AR 71730"
1157,07/30/10,Worker was collecting TTC signs and was struck by a tractor trailer.,39.2478159,-88.1633719,"Kinney Contractors Inc., Greenup, IL 62428"
1158,07/30/10,Worker was operating an extended boom forklift to set roof trusses. He was driving on a sloped surface when the truss he was carrying dug into the ground. Worker raised the boom to get the truss out of the ground and the forklift became unstable.,34.673254,-89.978539,"Nagera Construction, Coldwater, MS 38618"
1159,07/03/10,A police officer was struck and killed by a vehicle while performing traffic control at a fireworks event.,41.3199173,-73.1142351,"Town of Shelton Police Department, Shelton, CT 06484"
1160,07/12/10,Worker was constructing a bridge and fell.,33.5100642,-90.1051044,"JJ Ferguson, Greenwood, MS� 38930-0660"
1161,07/20/10,Worker was performing tree removal services and was standing on top of his bucket truck waiting to winch some logs.� Worker fell off the truck to the ground between some logs.,39.853471,-89.291713,"Pryer's Topnotch Tree Service, Inc., Illiopolis, IL� 62539"
1162,07/24/10,Two Bridgeport firefighters died in a house fire on the third floor on 7/24/2010.,41.1770786,-73.2051548,"City of Bridgeport Fire Department, Bridgeport, CT 06605"
1163,07/26/10,Worker suffered brain injury after tripping over phone cord that got wrapped around his leg during a phone call and falling on right side.,38.4004482,-120.5296541,"Your Preferred Real Estate, West Pointem CA 95255"
1164,07/30/10,Worker was delivering liquid propane to a residence when he was struck by a 500-gallon aboveground tank that dislodged and rolled on top of the worker.,35.5280736,-83.0018563,"Blossman Gas Of North Carolina, Waynesville, NC 28786"
1165,07/30/10,Worker was in a roll-on roll-off (RO/RO) operation and was struck by an intermodal container.,18.454091,-66.102449,"Crowley Puerto Rico Services, Inc., San Juan, PR� 00902"
1166,07/30/10,Worker was electrocuted after making contact with a truck that had a fallen powerline on it.,34.0108806,-118.2779957,"J & L Spray, Los Angelos, CA 90011"
1167,07/31/10,Worker electrocuted after making contact with power lines while trimming trees.,34.0521011,-118.4732464,"Augie Gonzalez Tree Trimming, Brentwood, CA 90049"
1168,07/31/10,Worker was unloading a metal crate from a truck inside a loading dock when metal crate door unexpectantly opened.� Suffered fatal crushing injuries.,34.0549861,-117.185567,"USPS, Redlands, CA 92373"
1169,08/01/10,Worker was performing steel erection and fell.,30.3266322,-81.4197443,"Cardinal Building Systems, Inc., Atlantic Beach, FL� 32233"
1170,08/02/10,"Worker was constructing curb and gutter work in preparation for a concrete pour.� Worker was found later, collapsed; hyperthermia was listed as cause of death.",30.43651,-88.8300189,"DCD Construction, Inc., Moss Point, MS� 39563"
1171,08/03/10,Worker fell 35 feet from a tree.,40.9282671,-74.03882519999999,"Hardwood Tree Service Corp., River Edge, NJ� 07661"
1172,08/03/10,"Workplace violence; shots were fired, nine workers were killed.",41.7981999,-72.5701074,"Hartford Distributors, Inc., Manchester, CT� 06040"
1173,08/03/10,Worker was working in an excavation and the trench wall caved in on the worker.,44.6332,-103.8493,"Mackaben Excavating, LLC, Spearfish, SD� 57783"
1174,08/03/10,Worker was in an aerial lift and made contact with an electrical wire.,37.336517,-89.61715799999999,"Robert Boitnott Painting, Jackson, MO� 63755"
1175,08/04/10,"Worker was piling up tree limbs and said he wasn't feeling well.� He sat under a tree and slumped over, possible heat stroke/medical condition.",30.1316001,-94.0154541,"ABC Professional Tree Services, Vidor, TX� 77662"
1176,08/04/10,Two workers were working in a building that collapsed from high winds.,40.1504691,-82.68162009999999,"Creative Masonry, Johnstown, OH� 43031"
1177,08/04/10,"Worker was working on a double-wide mobile home.� The jack failed and the mobile home shifted, crushing the worker.",25.9739925,-97.33005299999999,"George Ruiz dba American Mobile Home Services, Brownsville, TX� 78521"
1178,08/04/10,Worker was struck by a interior block wall.,41.44839899999999,-84.730391,"Hofmann Construction, Inc., Edgerton, OH� 43517"
1179,08/04/10,Worker was crushed by a concrete form.,41.1611746,-79.0830924,"Jack Gibson Construction Company, Brookville, PA� 15825"
1180,08/04/10,"Worker was working in a trench and the trench collapsed, burying the worker.",43.508244,-88.542366,"Northwest Cable Construction, Oshkosh, WI� 54901"
1181,08/04/10,Worker was complaining of being hot and was later found unresponsive.,30.946136,-94.82487979999999,"Premier Timber Products, Inc., Moscow, TX� 75960"
1182,08/04/10,Worker was electrocuted after making contact with a 7200 volt electric line while installing fiberoptic cable.,35.396985,-86.142676,"The Nexus Group, Tullahoma, TN 37388"
1183,08/05/10,Worker was operating a boring auger machine that was located at the bottom of a trench and was struck by the boring auger machine.,39.6330673,-106.5222196,"B Trenchless, Avon, CO� 81620"
1184,08/05/10,Crew was using a bottom (belly) dump to lay a window of hot asphalt.� Worker was bent over with his back to the approaching belly dump and was struck and crushed by the wheels of the loaded belly dump.,46.924066,-114.081581,"Riverside Contracting, Inc., Deer Lodge, MT� 59756"
1185,08/05/10,"Worker was riding an all-terrain vehicle (ATV), and taking soil samples.� The ATV crested the top of a ditch, struck a boulder and overturned.� ATV landed on top of the worker.",46.5436086,-110.9084501,"US Dept. of Agriculture, Natural Resources Conservation Service, White Sulphur Spgs, MT� 59645"
1186,08/06/10,Worker was troubleshooting a humidity problem and fell from a ladder.,41.5012573,-81.68971180000001,"CB Richard Ellis, Cleveland, OH� 44112"
1187,08/06/10,Worker was reconnecting a trailer section that had come loose and was struck by another semi truck.,35.6698552,-81.22147079999999,"Davenport Transportation Inc., Newton, NC� 28658"
1188,08/06/10,Worker collapsed after exiting a manhole.,29.8480765,-95.5067897,"Grace Utility, LLC, Houston, TX� 77040"
1189,07/01/10,Worker was using a broom handle to push ground wire into the live wire and caused an arch electrocution.,31.779236,-102.3679369,"West Texas Oilfield Trucking, Odessa, TX� 79766"
1190,07/12/10,Worker run over by a dump truck while working as a laborer on a road construction project.,41.635549,-91.535372,"Streb Construction Co. Inc., Iowa City, IA 52244"
1191,07/15/10,"Worker was working from a bucket in the process of removing a utility pole.� An auger was being used to widen the hole and remove the dirt. The auger hit a gas line and exploded, burning the worker.",33.9218503,-84.3063683,"Georgia Power Company, Alpharetta, GA� 30009"
1192,08/05/10,"Worker was unloading a skid, lost control, fell and hit his head on the ground.",39.9690024,-75.59376569999999,"Ward Trucking Co., LLC., West Chester, PA� 19380"
1193,08/06/10,Worker fell and hit his head while trying to climb over a partition wall to gain entry into a locked adjoining office.,32.3359105,-110.9465992,"Sunstreet Mortgage, LLC., Tucson, AZ 85718"
1194,08/07/10,Worker (Police Chief) involved in a motor vehicle accident with civilian driver.�,41.0617617,-89.7728406,"City of Wyoming Police Department, Wyoming, IL 61491"
1195,08/07/10,Worker was traveling in a boat and struck an intracoastal channel marker.� He was ejected from the boat and struck the pylon head first.,27.4593837,-80.3268123,"Inket Fisheries, Fort Pierce, FL� 39496"
1196,08/08/10,"Worker was repairing a 7200-volt, two-strand, electric distribution line and was electrocuted.",45.7672362,-91.221683,"North Central Power, Winter, WI� 54862"
1197,08/08/10,Worker fell through roof of his business while attempting to fix an air conditioner.,35.7737224,-119.2481057,"Ralph's Machine Shop, Delano, CA 93215"
1198,08/09/10,"Worker was working on a roof of a fire-damaged building.� He was on a ladder and slipped, falling from the upper roof to a lower roof, then to the asphalt 20 feet below.",33.2467807,-84.2640904,"Alan Blackman, Griffin, GA� 30224"
1199,08/09/10,"Worker was operating a forklift when he hit a curb, becoming pinned under overturned forklift.",37.9858325,-87.59913220000001,"Bootz Industry, Evansville, IN 47712"
1200,08/09/10,"Worker killed in vehicle accident en route to Mammoth, CA.",33.9284067,-117.4255596,"California Baptist University, Riverside, CA 92504"
1201,08/09/10,Worker fell from an iron rung ladder at the top of a 4-story building while carrying equipment up the ladder.,41.8868675,-87.6201779,"City of Chicago Fire Department, Chicago, IL 60601"
1202,08/09/10,Worker contacted a power line and was electrocuted.,38.84670819999999,-91.94795859999999,"Hentges Arborist Group Inc., Fulton, MO� 65251"
1203,08/09/10,Worker was unloading mattresses and box springs and was stung by a bee.,41.5053178,-82.02820009999999,"Innovative Mattress Solutions LLC., Avon Lake, OH� 44012"
1204,08/09/10,Worker was struck by the counterweight and revolving superstructure of an excavator when he walked between the excavator and a hillside.,39.112614,-76.838921,"W.F. Wilson & Sons, Inc., Laurel, MD 20723"
1205,08/10/10,"Worker was underneath an attenuator truck releasing the cushing bed.� He released the bed and it fell on him, crushing him.",30.278959,-81.820773,"Acne Barricades, K.C., Jacksonville, FL� 32221"
1206,08/10/10,"A drill rig lost footing and rolled down a hill, landing on the worker.",41.7041411,-72.5997672,"Clarence Welti Associates, Inc., Waterbury, CT �06708"
1207,08/10/10,"Worker was removing a roof that was under renovation and fell through a section of galvanized sheet metal, 35 feet to the concrete floor.",33.320242,-86.552274,"Clements Dean Building Company, LLC., Talladega, AL� 35160"
1208,08/10/10,"Worker (police officer) died of injuries suffered after losing control of a police car which overturned during a chase, ejecting the officer.",39.2503483,-88.8639895,"Village of Cowden Police Department, Cowden, IL 62422"
1209,08/11/10,"Worker was working 10 feet below street level, cleaning dirt from a newly installed culvert, when the worker fainted.",29.418318,-95.17177500000001,"Rocky Plumbing, Alvin, TX� 77511"
1210,08/11/10,"Worker sustained fatal injuries after company truck, which worker was driving, was struck by an oncoming train.",37.7351041,-84.31337309999999,"Sherwin-Williams - Store 1902, Richmond, KY 40475"
1211,08/11/10,Worker was found slumped over against building.,39.108387,-94.592124,"WATCO, North Kansas City, MO� 64116"
1212,08/12/10,Worker was test-driving a cycle for a customer when he received fatal injuries from a traffic accident.,41.4106049,-85.745577,"Burke Repo Outlet, North Webster, IN 46555"
1213,08/12/10,Worker was sandblasting a metal plate.� The plate fell over and crushed him.,38.0585,-97.8677,"Superior Boiler Works Inc., Hutchinson, KS� 67504"
1214,08/13/10,Worker fell 160 feet from water tower.,33.1634493,-96.3599821,"Superior Coating VL, Farmersville, TX� 75442"
1215,02/03/10,"Plumber fell 20 feet through a ceiling to the floor below. Sustained abdominal injuries and severe fractures; died 6 months later, never fully recovering from injuries.",33.5748905,-112.460508,"General Plumbing, Inc., Waddell, AZ 85355"
1216,02/21/10,Worker was performing roofing activities and fell 40 feet to the concrete surface below.,40.8188798,-89.56626960000001,"Henson Robinson Company, Mossville, IL� 61552"
1217,06/16/10,Worker was working on a machine which was supported on the forks of a fork truck.� The machine shifted and fell off the fixture which was supporting the machine on the forks.� The machine fell on the worker.,41.5398437,-81.45248409999999,"Smeller Machine, Highland Heights, OH� 44143"
1218,07/16/10,Worker was electrocuted while working underneath a residential home performing plumbing work.,36.08,-80.31,"Plumb-Air Plumbing Inc., Walnut Cove, NC 27052"
1219,07/20/10,Worker was cleaning the tank of a diesel truck and was on top the tank car replacing a cap and fell from a height of more than 10 feet.,29.7663226,-95.1106009,"Stolt Tank Containers, Channelview, TX� 77530"
1220,08/04/10,Worker collapsed with seizures.,32.5588742,-94.36915169999999,"Boral Bricks, Inc., Marshall, TX� 75670"
1221,08/11/10,"Two workers were walking on ramp of interstate, when one of the workers tried to cross/step over the jersey wall and fell 23 feet onto two concrete pipes.",39.283234,-76.562468,"Pioneer Contracting Co. Inc., Baltimore, MD 21224"
1222,08/13/10,"Worker was refurbishing a house and fell from a porch, down four steps onto cement.",39.952253,-82.98853419999999,"Homestead Property, Columbus, OH� 43215"
1223,08/13/10,Worker was electrocuted while installing a drop pole in an office cubicle in a state office building. Worker was wiring the whip for the power pole when the pole was energized.,38.1558585,-83.45593459999999,"Pack's Inc., Morehead, KY 40351"
1224,08/13/10,Worker was seriously burned after becoming doused in solvent while operating a forklift near a solvent line. Employee left forklift to cut off solvent supply. Solvent ignited while en route to safety shower.,36.0489358,-87.3460909,"QuadGraphics, Dickson, TN 37055"
1225,08/16/10,Worker was performing exterior painting and fell 20 feet out of a manlift.,38.912068,-77.0190228,"Michael Jefferys, Washington, DC� 20001"
1226,08/16/10,Worker was working from a manlift.� He was working below power lines and raised the bucket of the aerial lift into the power lines where his forehead contacted the power lines.,40.9328623,-98.3014664,"Scarborough Construction Inc., Grand Island, NE� 68801"
1227,08/16/10,Worker was felling a tree manually using a chain saw and was struck on the head by a limb from the tree.,21.3807392,40.8070391,"Self Service, Inc. dba A&H Logging, Stouts Mills, WV� 26439"
1228,08/16/10,Worker was caught between rotating drum and loading hopper of a ready-mix truck.,42.62537100000001,-87.954253,"Super Mix of Wisconsin Inc., Kenosha, WI� 53144"
1229,08/18/10,Worker fell from catwalk or scaffold.,35.1772367,-106.6092449,"General Mills Inc., Albuquerque, NM 87113"
1230,08/18/10,Worker was found unconscious; probable heat stroke.,28.9180294,-98.5464068,"Post Buckley Schuh and Hernigan Inc., Jourdanton, TX� 78026"
1231,08/19/10,Worker was run over by a co-worker at a job site.,34.0571194,-118.0675025,"American Wrecking Inc., South El Monte, CA 91733"
1232,08/19/10,Worker was standing behind his semi-tractor rig and attached chassis and was pinned against the chassis attached to his truck by another rig and chassis.,29.673263,-95.0103122,"APM Terminals, La Porte, TX� 77571"
1233,08/19/10,Worker was lying down near a location where a job meeting was to be held; worker was non-responsive.� Suspected heart attack.,30.233865,-97.8000249,"Facilities Solutions Group, LLC., Austin, TX� 78754"
1234,08/19/10,Worker was performing solder work to repair a hot water heater leak and dropped burning solder onto the floor causing an explosion to occur.� Worker ran out of the house with severe burns.,40.246709,-103.79204,"Ruppels Plumbing & Heating, Fort Morgan, CO� 80701"
1235,08/19/10,Worker was elevated 25 feet in the air on a high-lift rider truck.� The truck was knocked over by a second fork truck and the worker struck his head on concrete.,42.317483,-72.630089,"United Personnel, South Deerfield, MA� 01373"
1236,08/19/10,"Reported as an electrocution; however, there is dispute about whether or not worker was electrocuted or became entangled in cord that fell in pool.",33.756272,-116.410663,"Valley Pools, Rancho Mirage, CA 92270"
1237,08/20/10,"Worker was working underneath a vehicle.� The vehicle fell off the jack stands that were supporting it, crushing the worker.",38.420125,-82.267453,"Ricks Auto Repair, Barboursville, WV� 25504"
1238,08/20/10,Worker was found pinned under the mast of an overturned 3-wheel powered industrial truck.,36.0282498,-94.0262428,"Stock Building Supply, Elkins, AR� 72727"
1239,06/24/10,Worker struck in head from material falling from crane while fabricating tank in bender.,40.3540207,-111.7438593,"Rocky Mountain Welding & Fabricating, Pleasant Grove, UT 84062"
1240,07/29/10,A plumber was electrocuted while performing repairs under a home.,35.1014965,-106.549092,"All Hours Plumbing, Albuquerque, NM 87123"
1241,08/13/10,Worker fell from catwalk while removing a hopper on a silo.,46.8171808,-95.8453253,"Grannis Construction, Detroit Lakes, MN 56505"
1242,08/16/10,Worker was eating lunch and swallowed a bee.,41.9607543,-88.09393829999999,"Platt Hill Nursery Inc., Bloomingdale, IL� 60108"
1243,08/18/10,Worker was operating a baggage tug and was ejected.,33.6562298,-84.4221987,"Delta Air Lines, Inc., Dept. 025, Atlanta, GA� 30320"
